Date,Price,Open,High,Low,Vol.,Change %
2013-07-14,82.62,82.91,83.46,82.34,-,-0.45%
2013-07-07,82.99,84.54,84.75,82.42,-,-1.72%
2013-06-30,84.44,83.18,84.53,82.97,-,1.56%
2013-06-23,83.14,82.55,83.34,82.24,-,0.89%
2013-06-16,82.41,80.63,82.52,80.5,-,2.22%
2013-06-09,80.62,81.84,82.09,80.5,-,-1.29%
2013-06-02,81.67,83.32,83.38,81.08,-,-1.91%
2013-05-26,83.26,83.59,84.37,82.95,-,-0.53%
2013-05-19,83.7,84.14,84.5,83.43,-,-0.65%
2013-05-12,84.25,83.26,84.37,82.96,-,1.34%
2013-05-05,83.14,82.11,83.44,81.72,-,1.27%
2013-04-28,82.1,82.36,82.52,81.33,-,-0.45%
2013-04-21,82.47,82.74,83.19,82.39,-,-0.29%
2013-04-14,82.71,82.12,82.78,81.72,-,0.71%
2013-04-07,82.13,82.75,82.83,82.05,-,-0.45%
2013-03-31,82.5,83.05,83.49,82.27,-,-0.87%
2013-03-24,83.22,82.52,83.3,82.15,-,0.84%
2013-03-17,82.53,82.6,83.1,82.29,-,0.49%
2013-03-10,82.13,82.78,83.17,82.05,-,-0.71%
2013-03-03,82.72,82.32,82.92,81.9,-,0.53%
2013-02-24,82.28,81.53,82.51,81.07,-,1.01%
2013-02-17,81.46,80.55,81.59,80.27,-,1.09%
2013-02-10,80.58,80.25,80.62,79.84,-,0.46%
2013-02-03,80.21,79.23,80.28,79.18,-,1.26%
2013-01-27,79.21,79.79,79.93,78.92,-,-0.68%
2013-01-20,79.75,80.11,80.15,79.68,-,-0.36%
2013-01-13,80.04,79.48,80.19,79.34,-,0.60%
2013-01-06,79.56,80.46,80.68,79.44,-,-1.17%
2012-12-30,80.5,79.67,80.87,79.28,-,1.03%
2012-12-23,79.68,79.62,79.93,79.36,-,0.08%
2012-12-16,79.62,79.65,79.7,79.01,-,0.05%
2012-12-09,79.58,80.56,80.57,79.5,-,-1.03%
2012-12-02,80.41,80.24,80.66,79.57,-,0.32%
2012-11-25,80.15,80.25,80.59,80.02,-,-0.05%
2012-11-18,80.19,81.2,81.27,80.13,-,-1.32%
2012-11-11,81.26,81.03,81.45,80.9,-,0.28%
2012-11-04,81.03,80.62,81.09,80.28,-,0.55%
2012-10-28,80.59,80.02,80.61,79.67,-,0.65%
2012-10-21,80.07,79.63,80.27,79.47,-,0.57%
2012-10-14,79.62,79.69,79.97,78.94,-,-0.06%
2012-10-07,79.67,79.36,80.2,79.36,-,0.42%
2012-09-30,79.34,79.95,80.15,79.1,-,-0.75%
2012-09-23,79.94,79.16,80.01,79.16,-,0.77%
2012-09-16,79.33,78.85,79.66,78.72,-,0.61%
2012-09-09,78.85,80.38,80.43,78.6,-,-1.74%
2012-09-02,80.25,81.29,81.67,80.15,-,-1.18%
2012-08-26,81.21,81.62,81.82,80.96,-,-0.47%
2012-08-19,81.59,82.59,82.72,81.22,-,-1.22%
2012-08-12,82.6,82.57,82.88,82.2,-,0.06%
2012-08-05,82.55,82.33,82.87,82.04,-,0.21%
2012-07-29,82.38,82.73,83.51,82.2,-,-0.40%
2012-07-22,82.71,83.68,84.1,82.34,-,-0.92%
2012-07-15,83.48,83.23,83.64,82.73,-,0.16%
2012-07-08,83.35,83.38,83.83,82.98,-,-0.04%
2012-07-01,83.38,81.56,83.43,81.53,-,2.14%
2012-06-24,81.63,82.34,82.88,81.43,-,-0.77%
2012-06-17,82.26,81.34,82.47,81.19,-,0.77%
2012-06-10,81.63,81.92,82.73,81.48,-,-1.07%
2012-06-03,82.51,82.91,83.08,81.91,-,-0.46%
2012-05-27,82.89,82.08,83.54,81.83,-,0.59%
2012-05-20,82.4,81.11,82.46,80.9,-,1.37%
2012-05-13,81.29,80.35,81.76,80.36,-,1.28%
2012-05-06,80.26,79.76,80.34,79.53,-,0.96%
2012-04-29,79.5,78.8,79.52,78.6,-,1.00%
2012-04-22,78.71,79.37,79.65,78.67,-,-0.61%
2012-04-15,79.19,79.92,80.18,79.11,-,-0.88%
2012-04-08,79.89,79.8,80.1,79.21,-,0.00%
2012-04-01,79.89,78.89,80.18,78.66,-,1.13%
2012-03-25,79.0,79.31,79.72,78.73,-,-0.43%
2012-03-18,79.34,79.77,79.95,79.21,-,-0.56%
2012-03-11,79.79,80.03,80.74,79.67,-,-0.31%
2012-03-04,80.04,79.46,80.06,79.07,-,0.81%
2012-02-26,79.4,78.38,79.45,78.09,-,1.34%
2012-02-19,78.35,79.22,79.38,78.22,-,-1.24%
2012-02-12,79.33,78.92,80.12,78.61,-,0.28%
2012-02-05,79.11,79.07,79.52,78.36,-,0.24%
2012-01-29,78.92,78.8,79.57,78.62,-,0.03%
2012-01-22,78.9,80.41,80.41,78.77,-,-1.65%
2012-01-15,80.22,81.7,81.7,80.0,-,-1.59%
2012-01-08,81.52,81.4,81.78,80.53,-,0.33%
2012-01-01,81.25,80.28,81.38,79.52,-,1.33%
2011-12-25,80.18,80.0,80.85,79.71,-,0.31%
2011-12-18,79.93,80.19,80.49,79.24,-,-0.41%
2011-12-11,80.26,78.72,80.73,78.63,-,2.07%
2011-12-04,78.63,78.47,79.11,78.11,-,0.01%
2011-11-27,78.62,79.21,79.4,77.92,-,-1.34%
2011-11-20,79.69,78.08,79.7,77.97,-,2.09%
2011-11-13,78.06,76.77,78.47,76.75,-,1.46%
2011-11-06,76.94,76.93,78.17,76.51,-,-0.03%
2011-10-30,76.96,75.01,77.68,74.98,-,2.52%
2011-10-23,75.07,76.47,76.66,74.72,-,-1.73%
2011-10-16,76.39,76.63,77.55,76.23,-,-0.30%
2011-10-09,76.62,78.84,78.69,76.51,-,-2.68%
2011-10-02,78.73,79.02,79.84,78.06,-,0.23%
2011-09-25,78.55,78.13,78.86,77.31,-,0.06%
2011-09-18,78.5,77.02,78.8,76.79,-,2.48%
2011-09-11,76.6,77.38,77.78,76.07,-,-0.76%
2011-09-04,77.19,74.9,77.28,74.67,-,3.25%
2011-08-28,74.76,73.75,74.77,73.53,-,1.29%
2011-08-21,73.81,74.06,74.46,73.57,-,-0.27%
2011-08-14,74.01,74.54,74.61,73.45,-,-0.80%
2011-08-07,74.61,74.02,75.06,73.82,-,0.01%
2011-07-31,74.6,73.81,75.42,73.58,-,0.95%
2011-07-24,73.9,74.1,74.51,73.42,-,-0.40%
2011-07-17,74.2,75.25,75.75,73.89,-,-1.24%
2011-07-10,75.13,75.33,76.72,74.69,-,-0.07%
2011-07-03,75.18,74.28,75.42,74.13,-,1.12%
2011-06-26,74.35,75.49,75.99,74.19,-,-1.74%
2011-06-19,75.67,75.15,75.8,74.5,-,0.91%
2011-06-12,74.99,74.9,76.02,74.23,-,0.25%
2011-06-05,74.8,73.8,74.92,73.51,-,1.38%
2011-05-29,73.78,74.86,75.02,73.7,-,-1.56%
2011-05-22,74.95,75.73,76.37,74.75,-,-0.65%
2011-05-15,75.44,75.85,76.0,74.96,-,-0.42%
2011-05-08,75.76,74.77,75.95,74.4,-,1.23%
2011-05-01,74.84,72.99,74.92,72.7,-,2.62%
2011-04-24,72.93,74.07,74.33,72.83,-,-1.45%
2011-04-17,74.0,74.89,75.81,73.73,-,-1.11%
2011-04-10,74.83,74.92,75.2,74.62,-,-0.32%
2011-04-03,75.07,75.84,76.15,74.84,-,-1.00%
2011-03-27,75.83,76.33,76.61,75.66,-,-0.51%
2011-03-20,76.22,75.54,76.28,75.34,-,0.66%
2011-03-13,75.72,76.52,77.04,75.54,-,-1.38%
2011-03-06,76.78,76.36,77.38,76.12,-,0.50%
2011-02-27,76.4,77.22,77.39,76.28,-,-1.14%
2011-02-20,77.28,77.58,78.33,76.94,-,-0.49%
2011-02-13,77.66,78.6,78.87,77.53,-,-1.02%
2011-02-06,78.46,78.14,78.7,77.5,-,0.54%
2011-01-30,78.04,78.11,78.33,76.88,-,-0.12%
2011-01-23,78.13,78.08,78.51,77.59,-,-0.10%
2011-01-16,78.21,79.06,79.6,78.1,-,-1.20%
2011-01-09,79.16,81.16,81.31,78.81,-,-2.28%
2011-01-02,81.01,79.14,81.14,78.89,-,2.51%
2010-12-26,79.03,80.66,80.66,78.78,-,-1.83%
2010-12-19,80.5,80.42,80.83,80.24,-,0.16%
2010-12-12,80.37,80.18,80.62,78.82,-,0.37%
2010-12-05,80.07,79.27,80.41,79.17,-,0.87%
2010-11-28,79.38,80.2,81.44,79.06,-,-1.22%
2010-11-21,80.36,78.31,80.52,77.97,-,2.37%
2010-11-14,78.5,78.13,79.46,77.88,-,0.54%
2010-11-07,78.08,76.55,78.48,76.38,-,2.00%
2010-10-31,76.55,76.97,77.42,75.63,-,-0.93%
2010-10-24,77.27,77.28,78.27,76.71,-,-0.26%
2010-10-17,77.47,77.03,78.36,76.82,-,0.56%
2010-10-10,77.04,77.18,77.93,76.14,-,-0.38%
2010-10-03,77.33,78.12,78.69,76.91,-,-0.97%
2010-09-26,78.09,79.33,79.82,78.03,-,-1.64%
2010-09-19,79.39,81.41,81.5,79.25,-,-2.47%
2010-09-12,81.4,82.47,82.48,80.86,-,-1.57%
2010-09-05,82.7,82.04,82.99,81.88,-,0.73%
2010-08-29,82.1,82.81,83.34,81.99,-,-0.99%
2010-08-22,82.92,83.07,83.56,82.62,-,-0.17%
2010-08-15,83.06,82.9,83.3,81.91,-,0.13%
2010-08-08,82.95,80.32,82.96,80.27,-,3.16%
2010-08-01,80.41,81.5,81.55,80.08,-,-1.39%
2010-07-25,81.54,82.62,82.63,81.46,-,-1.12%
2010-07-18,82.46,82.72,83.45,82.18,-,-0.04%
2010-07-11,82.49,83.98,84.56,82.08,-,-1.74%
2010-07-04,83.95,84.4,84.83,83.62,-,-0.57%
2010-06-27,84.43,85.29,86.3,84.13,-,-1.03%
2010-06-20,85.31,85.25,86.42,85.09,-,-0.46%
2010-06-13,85.7,86.8,87.02,85.45,-,-2.07%
2010-06-06,87.51,88.41,88.71,86.94,-,-0.82%
2010-05-30,88.23,86.73,88.34,86.16,-,2.02%
2010-05-23,86.48,85.76,87.45,85.62,-,1.30%
2010-05-16,85.37,86.31,87.46,85.13,-,-0.84%
2010-05-09,86.09,83.62,86.29,82.91,-,1.94%
2010-05-02,84.45,81.84,85.27,81.83,-,3.15%
2010-04-25,81.87,81.47,82.71,81.17,-,0.64%
2010-04-18,81.35,80.96,82.07,80.76,-,0.66%
2010-04-11,80.82,80.39,80.91,80.03,-,-0.33%
2010-04-04,81.09,81.19,81.91,80.87,-,-0.25%
2010-03-28,81.29,81.46,81.7,80.68,-,-0.48%
2010-03-21,81.68,80.85,82.24,80.52,-,1.19%
2010-03-14,80.72,79.78,80.89,79.51,-,1.11%
2010-03-07,79.83,80.42,80.86,79.69,-,-0.75%
2010-02-28,80.43,80.42,81.29,79.82,-,0.09%
2010-02-21,80.36,80.43,81.13,80.09,-,-0.35%
2010-02-14,80.64,80.36,81.34,79.56,-,0.40%
2010-02-07,80.32,80.35,80.75,79.56,-,-0.15%
2010-01-31,80.44,79.46,80.68,78.68,-,1.23%
2010-01-24,79.46,78.23,79.5,78.03,-,1.51%
2010-01-17,78.28,77.36,78.81,76.94,-,1.24%
2010-01-10,77.32,77.21,77.41,76.6,-,-0.19%
2010-01-03,77.47,77.92,78.19,77.09,-,-0.50%
2009-12-27,77.86,77.64,78.22,77.33,-,0.28%
2009-12-20,77.64,77.85,78.45,77.5,-,-0.23%
2009-12-13,77.82,76.57,78.14,76.25,-,1.63%
2009-12-06,76.57,75.76,76.73,75.45,-,0.87%
2009-11-29,75.91,74.8,75.94,74.27,-,1.21%
2009-11-22,75.0,75.58,75.58,74.17,-,-0.87%
2009-11-15,75.66,75.07,75.88,74.68,-,0.44%
2009-11-08,75.33,75.59,75.77,74.77,-,-0.65%
2009-11-01,75.82,76.37,76.82,75.5,-,-0.63%
2009-10-25,76.3,75.42,76.58,75.2,-,1.10%
2009-10-18,75.47,75.67,75.91,74.94,-,-0.17%
2009-10-11,75.6,76.35,76.67,75.21,-,-1.09%
2009-10-04,76.43,76.94,76.99,75.77,-,-0.74%
2009-09-27,77.0,76.63,77.47,76.49,-,0.25%
2009-09-20,76.81,76.58,77.11,75.83,-,0.51%
2009-09-13,76.42,76.58,77.08,76.01,-,-0.25%
2009-09-06,76.61,78.13,78.12,76.46,-,-1.96%
2009-08-30,78.14,78.27,78.94,77.94,-,-0.29%
2009-08-23,78.37,78.0,78.83,77.85,-,0.42%
2009-08-16,78.04,78.9,79.51,77.75,-,-1.08%
2009-08-09,78.89,78.98,79.39,78.23,-,-0.10%
2009-08-02,78.97,78.25,79.07,77.43,-,0.79%
2009-07-26,78.35,78.73,79.66,78.22,-,-0.51%
2009-07-19,78.75,79.35,79.39,78.42,-,-0.76%
2009-07-12,79.35,80.24,80.5,79.13,-,-1.10%
2009-07-05,80.23,80.52,80.89,79.69,-,-0.27%
2009-06-28,80.45,79.87,80.61,79.35,-,0.69%
2009-06-21,79.9,80.27,80.94,79.56,-,-0.54%
2009-06-14,80.33,80.27,81.37,79.97,-,0.25%
2009-06-07,80.13,80.8,81.47,79.19,-,-0.67%
2009-05-31,80.67,79.35,80.82,78.33,-,1.82%
2009-05-24,79.23,79.91,81.13,79.18,-,-1.01%
2009-05-17,80.04,82.96,83.22,79.81,-,-3.51%
2009-05-10,82.95,82.42,83.1,81.87,-,0.62%
2009-05-03,82.44,84.47,84.87,82.39,-,-2.48%
